ID,User,date,review,rating,type,sentiment
6,.*****1,"2024-04-17 22:14 | Phân loại hàng: Quần Jean,S",,,normal,
10,hwgny__,"2023-07-30 19:58 | Phân loại hàng: ÁO CROPTOP HOA,M","áo xinh đó mn ui, shop tư vấn size với ship hoả tốc cũng nhiệt tình lắm, nhma áo này ai gầy mặc sẽ trông xinh hơn nha, tui m55 50kg v2 69cm v1 85cm mặc size M oki nè. à mà áo ko có mút ngực đâu nha mng, tuy ko lộ nhưng với giá này tui thấy hơi đắt á 🥲",,normal,"{'positive':70%,'negative':30%}"
20,hy7pm_q7au,"2021-10-01 16:45 | Phân loại hàng: Đen,M",,,normal,
17,hylyhyly,"2023-03-29 12:38 | Phân loại hàng: Áo 3 lỗ Đen,L",Cho tay áo quá nhỏ quần ổn hơn áo,,normal,"{'positive':30%,'negative':70%}"
10,i*****y,"2023-06-10 10:36 | Phân loại hàng: ÁO CROPTOP HOA,S",,,normal,
7,in.april__,"2019-11-10 16:09 | Phân loại hàng: Set Áo Vest + Quần T,XXL","mình cực kì ưng luôn ý ạ, shop bán đồ thích thật sự luôn. chất vải rất đẹp, tư vấn cho mình rất tận tình 💕",,normal,"{'positive':100%,'negative':0%}"
11,inmykxodt8,2023-07-05 11:30 | Phân loại hàng: Đen - L,quần nặng và sai l siêu to khổng lồ nma cx dài mua quần túi hộp này nên mua loại nhẹ hoen mặc đẹp hơn,,normal,"{'positive':0%,'negative':100%}"
10,iuuu_uchiha_itachi,"2023-06-15 12:57 | Phân loại hàng: ÁO CROPTOP HOA,S",,,normal,
18,j*****0,"2024-06-17 11:23 | Phân loại hàng: Hình 5,L",,,normal,
4,j*****i,"2023-09-07 10:26 | Phân loại hàng: Chun buộc tóc,XL",,,bot,
5,j*****i,"2023-06-03 20:35 | Phân loại hàng: XANH,S",,,bot,
6,j*****i,"2023-05-29 19:08 | Phân loại hàng: Xám,S",,,bot,
8,j*****i,"2023-06-07 18:37 | Phân loại hàng: Hồng,XXL",,,bot,
10,j*****i,"2023-05-18 15:47 | Phân loại hàng: Chun buộc tóc,S",,,bot,
10,j*****i,"2023-05-26 07:36 | Phân loại hàng: Chun buộc tóc,S",,,bot,
10,j*****i,"2023-05-30 17:43 | Phân loại hàng: Chun buộc tóc,S",,,bot,
11,j*****i,2023-05-10 18:11 | Phân loại hàng: Bra Nâu,,,bot,
12,j*****i,"2023-05-18 15:47 | Phân loại hàng: 2,S",,,bot,
14,j*****i,"2023-05-15 16:17 | Phân loại hàng: Áo Lưới Xám,COMBO 5 ĐÔI VỚ",,,bot,
16,j*****i,"2023-05-15 16:17 | Phân loại hàng: Quà tặng,L",,,bot,
18,j*****i,"2023-06-03 20:39 | Phân loại hàng: Pumkin,L",,,bot,
18,j*****i,"2023-06-03 20:41 | Phân loại hàng: Pumkin,L",,,bot,
18,j*****i,"2023-06-07 18:39 | Phân loại hàng: Quà tặng,L",,,bot,
19,j*****i,"2023-08-07 18:27 | Phân loại hàng: Đen Dây Rút,S",,,bot,
11,j*****y,2023-07-16 22:36 | Phân loại hàng: Xanh Rêu - XL,,,normal,
17,jendaduong,"2024-03-07 21:37 | Phân loại hàng: Xám,S","Shop tư vấn nhiệt tình, chọn quần đúng sz. Chất vải dày dặn, mặc lên đứng form. Nhận hàng rất ưng ý",,normal,"{'positive':100%,'negative':0%}"
11,jennavi96,2022-11-01 16:40 | Phân loại hàng: Nâu Rêu - XL,"sản phẩm giống ảnh và mô tả, đóng gói kĩ càng, shop hỗ trợ nhiệt tình",,normal,"{'positive':100%,'negative':0%}"
15,jennymark,2018-05-10 02:02,Shop phục vụ rất tốt Rất đáng tiền,,normal,"{'positive':100%,'negative':0%}"
5,jf6gw44gp3,"2024-06-18 00:59 | Phân loại hàng: XANH,M",Chất liệu: jeanMàu sắc: xanhĐúng với mô tả: đúngQuần đẹp nha mọi người mặc đúng size thì vừa hơn tại from quần khá dài,,normal,"{'positive':90%,'negative':10%}"
11,ji6zwuiqs6,2022-12-31 10:40 | Phân loại hàng: Nâu Rêu - S,Đẹp lắm 1000đ …mình m50 40kg mang size svừa y nha mọi người😘nói chung là nên mua tiền nào của nấy🥰,,normal,"{'positive':80%,'negative':20%}"
4,jillian1114,"2023-10-26 22:28 | Phân loại hàng: Xám Đen,L","Đúng với mô tả: okMàu sắc: okChất liệu: okGiao hàng nhanh, đóng gói đầy đủ, shop tư vấn nhanh, nice, đã mua nhiều lần",,normal,"{'positive':100%,'negative':0%}"
20,jillian1114,"2023-11-15 16:19 | Phân loại hàng: Be,XL",,,normal,
13,jljr_100,"2023-04-08 12:42 | Phân loại hàng: 10,S",Sản phẩm good nha chắc chắn ủng hộ shop nữa áo đẹp dầy dặn 😘,,normal,"{'positive':100%,'negative':0%}"
4,junjunoi,"2023-09-05 20:16 | Phân loại hàng: Chun buộc tóc,XL","Màu sắc: xamĐúng với mô tả: đúngChất liệu: vải tâyChất vải đẹp xịn, dày dặn, lên form chuẩn rất đáng tiền nha mọi người. Hàng sẵn nên shop ship nhanh lắm, phục vụ tư vấn cũng rất tốt, nên mua nha mnnn",,normal,"{'positive':100%,'negative':0%}"
8,junjunoi,"2023-05-24 12:30 | Phân loại hàng: Hồng,XXL","Màu sắc: hongĐúng với mô tả: đúngChất liệu: chắc là khakiQuần lên form siêu ưng luôn, kiểu rộng rộng thụng thụng mang với áo crop top là siêu đỉnh luôn. Tui m6 nặng 42kg mang sz S là đẹp luôn. Tìm mãi mới kiếm được shop bán em quần chuẩn form thế này, vải đẹp , đáng đồng tiền nha các bạn ơiiii",,normal,"{'positive':100%,'negative':0%}"
11,k*****.,2023-04-13 02:39 | Phân loại hàng: Xanh Rêu - M,,,normal,
12,k*****.,"2023-04-13 02:39 | Phân loại hàng: 7,M",,,normal,
4,k*****2,"2023-09-28 18:18 | Phân loại hàng: Xám Đen,M",,,normal,
10,k*****4,"2023-07-09 17:27 | Phân loại hàng: QUẦN JEAN NHÚNG,S",,,normal,
11,k*****5,2022-12-25 07:38 | Phân loại hàng: Đen - M,,,normal,
10,k*****8,"2023-06-01 17:15 | Phân loại hàng: QUẦN JEAN NHÚNG,M",,,normal,
13,k*****8,"2023-07-02 10:55 | Phân loại hàng: 5,M",,,normal,
17,k*****9,"2022-11-22 10:23 | Phân loại hàng: Đen,S",,,normal,
11,k*****_,2022-12-09 12:18 | Phân loại hàng: Nâu Rêu - L,,,normal,
6,k*****g,"2024-01-11 21:37 | Phân loại hàng: Quần Jean,XL",,,normal,
12,k*****n,"2023-06-01 19:40 | Phân loại hàng: 3,M",,,normal,
17,k*****n,"2023-01-09 00:17 | Phân loại hàng: Đen,S",,,normal,
17,k*****w,"2022-11-30 14:26 | Phân loại hàng: Đen,M",,,normal,
18,k*****w,"2022-11-30 14:26 | Phân loại hàng: 2,S",,,normal,
17,k3yl5a_6cg,"2023-06-14 08:18 | Phân loại hàng: Đen,XXL","form quần chuẩn lắm nha, mặc lên ôm form đẹp lắm, 60kg mặc 2XL là đẹp nha, vải mát mặc không bị bí đâu. Đáng tiền",,normal,"{'positive':100%,'negative':0%}"
11,k_lig,2022-08-29 19:59 | Phân loại hàng: M,Đúng với mô tả: cháy hết nuoc chấm mua ngay kẻo tiếc nhess mấy đứa thấy ảnh là biết uy tín òi nhé,,normal,"{'positive':90%,'negative':10%}"
18,kb271886022,"2023-10-10 08:07 | Phân loại hàng: Columbia,M",Anh không cần phải không có tiền cho em nè em có thể làm được gì không,,normal,"{'positive':0%,'negative':100%}"
16,kha_ahn,"2024-03-29 20:59 | Phân loại hàng: Quần Ribbon Hồng,M",Quần lên form siêu xinh. Quần xinh lắm ạ,,normal,"{'positive':100%,'negative':0%}"
11,khanhhuyentranthi,2023-04-12 10:01 | Phân loại hàng: Xanh Rêu - L,"Quần đẹp, vải mềm, bị chọn nhầm size lớn quá nhưng shop hỗ trợ đổi size rất nhiệt tình 🫶🏻",,normal,"{'positive':90%,'negative':10%}"
7,khanhlinh.992,"2019-12-04 11:22 | Phân loại hàng: Áo Vest,S",Sịn sò x1000000 luônnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,,normal,"{'positive':0%,'negative':100%}"
11,khanhlinhnguyen__,2022-08-17 13:24 | Phân loại hàng: L,"giao hàng khá nhanh, chất vải đẹpx, đóng gói cẩn thận kkkkkkk",,normal,"{'positive':100%,'negative':0%}"
11,khanhsvy_25,2023-02-04 16:55 | Phân loại hàng: Nâu Rêu - M,Qquanf đẹp chất liệu sờ thích cực shop rep ob cũng nhanh giao nhanh,,normal,"{'positive':95%,'negative':5%}"
6,khatu2810,"2024-05-17 13:47 | Phân loại hàng: Quần Jean,M",Mình ko thấy tặng đồ cột tóc luôn shop ơiii,,normal,"{'positive':10%,'negative':90%}"
18,khnhchibi534,"2023-12-12 13:59 | Phân loại hàng: Pennes,XL",,,normal,
11,khoa_vo2703,2023-01-23 16:51 | Phân loại hàng: Kem - L,Hình ảnh chỉ mang tính chất minh hoạ..quan đẹp..chất vải tốt..đã mua của shop nhiều lần..shop hỗ trợ đổi size rất nhiệt tình luôn,,normal,"{'positive':100%,'negative':0%}"
4,kieuanh400,"2024-01-28 16:42 | Phân loại hàng: Đen,L",,,normal,
10,kimon614,"2023-11-06 06:22 | Phân loại hàng: ÁO CROPTOP HOA,S",Hình ảnh and video chỉ mang tính chất minh họa để nhận xu thôi nhaaaa,,normal,"{'positive':0%,'negative':100%}"
10,kimon614,"2023-11-26 15:12 | Phân loại hàng: QUẦN JEAN NHÚNG,S",Hình ảnh and video chỉ mang tính chất minh họa nhận xu thoai nhaa:)),,normal,"{'positive':0%,'negative':100%}"
11,kk4306,2023-01-21 23:21 | Phân loại hàng: Nâu Rêu - M,Giao hàng hơi lâu. Shop tư vấn nhiệt tình. Chất liệu sp ổn vải mềm hơi có chỉ thừa,,normal,"{'positive':60%,'negative':40%}"
4,l*****1,"2023-10-09 00:03 | Phân loại hàng: Xám Đen,M",,,normal,
11,l*****3,2022-12-14 09:51 | Phân loại hàng: Nâu Rêu - XS,,,normal,
4,l*****5,"2024-03-02 15:53 | Phân loại hàng: Xám Đen,S",,,normal,
10,l*****5,"2023-05-27 18:29 | Phân loại hàng: QUẦN JEAN NHÚNG,S",,,normal,
16,l*****5,"2024-03-29 21:56 | Phân loại hàng: Quần Ribbon Xám,S",,,normal,
6,l*****8,"2024-03-27 12:43 | Phân loại hàng: Quần Jean,L",,,normal,
4,l*****9,"2023-01-10 15:21 | Phân loại hàng: Be,L",,,normal,
6,l*****h,"2024-03-19 07:59 | Phân loại hàng: Quần Jean,S",Đúng với mô tả: 9/10Chất liệu: vải mềmMàu sắc: đenQuần màu đẹp lm mn y đúc trên ảnh nhg mà dáng quần from k thẳng đứng cho lm phần dưới rộng ra về phần này thì mk k thích cho lm,,normal,"{'positive':80%,'negative':20%}"
10,l*****h,"2023-06-26 12:10 | Phân loại hàng: Chun buộc tóc,S",,,normal,
10,l*****h,"2023-07-09 10:57 | Phân loại hàng: ÁO CROPTOP HOA,M",,,normal,
10,l*****h,"2024-01-05 16:56 | Phân loại hàng: QUẦN JEAN NHÚNG,S",,,normal,
18,l*****h,"2024-03-19 07:59 | Phân loại hàng: Hoa cúc,S",,,normal,
13,l*****l,"2023-03-11 15:33 | Phân loại hàng: 5,L",,,normal,
17,l*****l,"2023-03-11 15:33 | Phân loại hàng: Đen,L",,,normal,
6,lam_cuc,"2024-03-23 12:10 | Phân loại hàng: Quần Jean,M","Chất liệu: jeanMàu sắc: okMặc lần đầu thấy ổn, khum bít giặt có phai màu khong nữa nhưng dáng đẹp, 1m63 53kg mặc size M vừa 💯",,normal,"{'positive':90%,'negative':10%}"
13,lamngocphuongg,"2024-05-13 16:14 | Phân loại hàng: 10,L",Đúng với mô tả: 80%Màu sắc: be đậmChất liệu: không biết nhưng vải êm bó sát ngườiMặc dù màu áo không be trắng như trên hình nhưng chất liệu cũng ok,,normal,"{'positive':60%,'negative':40%}"
16,lbaolinh2k9,"2024-03-16 12:25 | Phân loại hàng: Quần Ribbon Xám,L",hn năg i i và quân đội liên quan đến việc làm cho anh biết em đi mô à à hả anh có thể ăn cơm chưa anh sinh ra và phân phối sản xuất kinh,,normal,"{'positive':0%,'negative':100%}"
16,lbaolinh2k9,"2024-04-18 23:30 | Phân loại hàng: Quần Ribbon Xám,L",hn năg i i và quân ơi em đi học cô giáo của anh có đi làm không có đi làm gì thế nào để em đi làm gì đó anh sinh ra và phân phối sản,,normal,"{'positive':10%,'negative':90%}"
18,le_my_1652007,"2023-06-12 14:48 | Phân loại hàng: Đen,M",,,normal,
11,le_thi_ai_nhu,2022-08-28 23:01 | Phân loại hàng: XL,Video khong liên quan nhưng mà quần xinh lắm giống mẫu lém luôn nha mn,,normal,"{'positive':80%,'negative':20%}"
20,leesandy849,"2020-07-05 02:36 | Phân loại hàng: Đen,XL",Chưa có về tay mình nên chưa biết thế nào. Nhưng thấy hình là ưng lắm. Mà shop rất chiều khách. Mình có việc cần nhận đồ trc dự tính mà shop vẫn giúp cho. Cảm ơn shop nhé,,normal,"{'positive':85%,'negative':15%}"
20,lelonglalilom,"2020-01-18 21:12 | Phân loại hàng: Đen,S",Quần hơi rộng đổi lại hàng đẹp hết chỗ chê. Sẽ luôn ungt hộ shop 😍,,normal,"{'positive':100%,'negative':0%}"
18,lenhathyy,"2023-11-10 12:51 | Phân loại hàng: California,S",1báo cáo,,normal,"{'positive':0%,'negative':100%}"
20,lensnhatchinhhang,"2024-07-06 20:04 | Phân loại hàng: Đen,S",Quần tây dáng xấu lắm. Huhu. Mặc lên nhìn chả ra làm sao,,normal,"{'positive':0%,'negative':100%}"
4,lethitrucquynj,"2023-09-21 19:17 | Phân loại hàng: Xám Đen,S","Đúng với mô tả: đúngTiền nào của đóa, chất lượng cực",,normal,"{'positive':100%,'negative':0%}"
4,lethuhuong220900,"2024-04-26 09:33 | Phân loại hàng: Xám Đen,M","Màu sắc: Xám đenChất liệu: vảiĐúng với mô tả: đúngQuần chất đẹp, màu đẹp cứ nghĩ quần dài nhưng mặc lên không dài.Mình 1m6 nặng 52kg shop tư vấn Sz M vừa in luôn ạ.Phải đợi tầm 7-10 ngày mới nhận đc hàng.",,normal,"{'positive':60%,'negative':40%}"
10,levophuongthaotyrasss,"2024-05-24 12:46 | Phân loại hàng: QUẦN JEAN NHÚNG,XL","Cuti lắm mn ơi, chọn đúng size của mình nhaaa tại tui m70 nên tui chọn xl là hợp lý roài",,normal,"{'positive':100%,'negative':0%}"
20,lig.chee,"2019-10-17 03:08 | Phân loại hàng: Đen,M",giao hàng chậm,,normal,"{'positive':0%,'negative':100%}"
11,linh.thon,2023-02-26 11:17 | Phân loại hàng: Xanh Rêu - L,"Chất liệu: kakiMàu sắc: xanh rêuMặc hợp, chuẩn ống rộng, nói chung là đẹp......",,normal,"{'positive':90%,'negative':10%}"
11,linh030918,2022-09-18 11:21 | Phân loại hàng: L,"Quần lên dáng đẹp, chất nhẹ, mặc thoải mái nhưng khi giặt thì nặng, mệt. Ai lười giặt như mình thì k nên mua, mình sợ quần nhanh cũ nên k dùng máy giặt hic",,normal,"{'positive':30%,'negative':70%}"
10,linhdantaof,"2024-03-01 08:45 | Phân loại hàng: QUẦN JEAN NHÚNG,M",Chất liệu: vải siu đẹp lun ạĐúng với mô tả: 10₫ siu ưng sẽ ủng hộ nx ạ,,normal,"{'positive':90%,'negative':0%}"
13,linhltruong,"2022-09-24 19:32 | Phân loại hàng: 1,XL","Màu sắc: kemĐúng với mô tả: chuẩnHàng như ảnh mẫu lun nhé. hii nhận về chất thíc lắm, mà shop còn nhiệt tình nữa. Cần thì lần sau sẽ ủng hộ thêm",,normal,"{'positive':100%,'negative':0%}"
4,linhntt.19,"2024-03-05 16:23 | Phân loại hàng: Xám Đen,S",Mặc vừa xinh 🥰🥰🥰,,normal,"{'positive':100%,'negative':0%}"
16,linlin112112,"2024-04-28 00:49 | Phân loại hàng: Full Set,S","Set vãi đẹp lắm luôn, cái quần chất vãi dày nhưng rất mát",,normal,"{'positive':100%,'negative':0%}"
17,llethao1610,"2022-12-22 08:20 | Phân loại hàng: Đen,L",Quần mặc form đẹp nha mng. Nên mua đó ạ. Mặc đẹp lắm đẹp lắmmmmm,,normal,"{'positive':100%,'negative':0%}"
17,loliisthebest,"2022-12-25 20:27 | Phân loại hàng: Đen,M",Chất liệu: .Màu sắc: .Đúng với mô tả: .Hình ảnh và video chỉ mang tính chất nhận xu. Hàng chưa mở nên chưa biết rõ.,,normal,"{'positive':0%,'negative':100%}"
2,lungbe240,"2024-06-16 10:43 | Phân loại hàng: Áo Trễ Vai Đen,S",đẹp á,,normal,"{'positive':75%,'negative':25%}"
5,luuthilinh23567,"2024-07-11 23:57 | Phân loại hàng: Loe Không Ôm Đùi 2,M","Nhận hàng nhanh, shop take care tốt, tư vấn rất chu đáo, nhiệt tình, sẽ ủng hộ thêm lần tới ạ 10 điểm. Quần vải đẹp, tôn dáng",,normal,"{'positive':100%,'negative':0%}"
11,luv_p_,2023-08-08 15:08 | Phân loại hàng: Xanh Rêu - S,"đặt size nhỏ nhất r mà vẫn thấy bị rộng với dài, nhưng mặc vẫn ok",,normal,"{'positive':60%,'negative':40%}"
4,ly229770,"2024-01-23 19:53 | Phân loại hàng: Xám Đen,S","Đúng với mô tả: đúngChất liệu: kbMàu sắc: xámQuần đẹp lắm nha mọi người, nên mua ạ",,normal,"{'positive':95%,'negative':5%}"
6,lyhng304,"2024-05-13 10:20 | Phân loại hàng: Quần Jean,S",Hinh anh chi mang tinh chat minh hoa. Quần xinh xỉu form cũng đẹp nữa,,normal,"{'positive':100%,'negative':0%}"
16,lylynguyen2702,"2024-04-03 12:52 | Phân loại hàng: Quần Ribbon Xám,XL","tr hông có ảnh á, nma quần xinh chất tốt kh có chỉ thừa, màu thực tế sáng hơn so với ảnh nhe mn",,normal,"{'positive':90%,'negative':10%}"
11,m*****3,2023-03-09 23:02 | Phân loại hàng: Xanh Rêu - L,,,normal,
4,m*****e,"2024-01-10 13:37 | Phân loại hàng: Áo Thun Đen,M",,,normal,
17,m*****f,"2023-01-10 15:58 | Phân loại hàng: Đen,S",,,normal,
11,m*****g,2022-06-28 11:24 | Phân loại hàng: M,,,normal,
13,m*****t,"2023-01-03 11:01 | Phân loại hàng: 12,M",,,normal,
4,m*****x,"2022-12-20 02:14 | Phân loại hàng: Đen,XL",,,normal,
20,m.duye_n,"2019-11-30 17:27 | Phân loại hàng: Đen,M",Xinh,,normal,"{'positive':50%,'negative':50%}"
5,maiquynh922004,"2024-08-04 22:00 | Phân loại hàng: XANH,L",Chất liệu: vải bòMàu sắc: xanhhhhĐúng với mô tả: chuẩnnQuần xinh form khá đẹp hình ảnh chỉ mang tính chất lấy xu hehe,,normal,"{'positive':90%,'negative':10%}"
2,maithichbontam,"2024-06-24 10:25 | Phân loại hàng: Áo Trễ Vai Đen,XL","Màu sắc: đenChất liệu: đẹpĐúng với mô tả: đẹpÁo đẹp lắm , form rộng thoải mái, chất mát, giá rẻ, nên mua nha mb",,bot,"{'positive':100%,'negative':0%}"
2,maithichbontam,"2024-06-24 10:29 | Phân loại hàng: Áo Trễ Vai Đen,XL","Chất liệu: goodĐúng với mô tả: tốtMàu sắc: xanhquần y ảnh, lên form đẹp, chất mềm, mặc thoải mái,nên mua nha mb",,bot,"{'positive':100%,'negative':0%}"
2,maithichbontam,"2024-06-26 10:31 | Phân loại hàng: Áo Trễ Vai Đen,XL",hàng đẹp xuất sắc,,bot,"{'positive':100%,'negative':0%}"
2,maithichbontam,"2024-07-10 09:15 | Phân loại hàng: Áo Trễ Vai Đen,XL","Quá rẻ cho một em áo chất lượng 10/10. Form siêu xinh,chất đẹp, mình rất ưng. Mình 50kg mamg sz M thấy khá thoải mái rộng rãi, sẽ tiếp tục ủng hộ shop 😘",,bot,"{'positive':100%,'negative':0%}"
2,maithichbontam,"2024-07-10 09:16 | Phân loại hàng: Áo Trễ Vai Đen,XL","Quá rẻ cho một em áo chất lượng 10/10. Form siêu xinh, màu đẹp, mình rất ưng. Mình 50kg mamg sz M thấy khá thoải mái rộng rãi, sẽ tiếp tục ủng hộ shop 😘",,bot,"{'positive':100%,'negative':0%}"
2,maithichbontam,"2024-07-16 13:58 | Phân loại hàng: Áo Trễ Vai Đen,XL","Áo xinh , mang được 2 kiểu mặt trước và sau luôn, m55 mang sz S là xinh, shop ship hàng nhanh, tư vấn nhiệt tình, nên mua nha mn",,bot,"{'positive':100%,'negative':0%}"
4,maithichbontam,"2024-06-24 10:22 | Phân loại hàng: Áo Thun Đen,XL","Màu sắc: xámĐúng với mô tả: đúngChất liệu: tốtQuần siêu xinh, lên form xuông chứ không ôm đùi, rất đẹp, chất hàng quảng châu nên form chuẩn lắm, không có gì chê luôn, rcm mn nên mua nhé",,bot,"{'positive':100%,'negative':0%}"
4,maithichbontam,"2024-06-26 10:33 | Phân loại hàng: Áo Thun Đen,XL","hàng đẹp, giá ổn, nên mua ah",,bot,"{'positive':100%,'negative':0%}"
4,maithichbontam,"2024-07-16 14:12 | Phân loại hàng: Chun buộc tóc,XL","Trùi ui, cứ tưởng m5 không bon chen được ai ngờ mang size S vừa i, mẫu này bà nào lùn lùn giống tui mang thêm đôi giày nữa là siêu hack dáng luôn í. Chất vải đẹp, mịn,sờ mát lắm luôn, săn deal còn có 199k quần quá ư là toẹt zời.",,bot,"{'positive':85%,'negative':15%}"
6,maithichbontam,"2024-06-19 09:36 | Phân loại hàng: Xanh Denim,XL",quần đẹp lam nha mnnn,,bot,"{'positive':50%,'negative':50%}"
7,maithichbontam,"2024-07-10 09:15 | Phân loại hàng: Quần Tây Cạp Trắng,S","Quá rẻ cho một em quần chất lượng 10/10. Form siêu xinh, màu đẹp, mình rất ưng. Mình 50kg mamg sz M thấy khá thoải mái rộng rãi, sẽ tiếp tục ủng hộ shop 😘",,bot,"{'positive':100%,'negative':0%}"
9,maithichbontam,"2024-07-16 14:37 | Phân loại hàng: Chân váy da nâu,XL","Chất liệu: chất daĐúng với mô tả: đúngMàu sắc: màu của nâuQuá rẻ cho một em chân váy da chất lượng 10/10. Form siêu xinh, màu đẹp, giá rẻ hơn các shop khác, mình rất ưng. Mình 50kg sz M, mang đi đà lạt mà ai cũng hỏi info, xinh lắmm",,bot,"{'positive':95%,'negative':5%}"
10,maithichbontam,"2024-06-19 09:44 | Phân loại hàng: Chun buộc tóc,XL","ỏ hàng xinh lắm ạ, siêu ưng luonnn, chất đẹp",,bot,"{'positive':100%,'negative':0%}"
14,maithichbontam,"2024-06-24 10:22 | Phân loại hàng: Áo Bra Đen,XXL","Đúng với mô tả: tốtMàu sắc: xámChất liệu: tốtÁo xinh lắm nha, form rộng, chất len đẹp, tui m6 mamg sz M là thoải mái luôn, ưng lắm ạ, shop dth nhiệt tình nha",,bot,"{'positive':100%,'negative':0%}"
15,maithichbontam,"2024-07-16 14:21 | Phân loại hàng: Full Set,XL","Màu sắc: y hìnhĐúng với mô tả: tốtChất liệu: tốtHàng rất đẹp, mình mua cả áo lẫn quần nên được giá rẻ so với chất lượng, quần lên form đẹp, siêu cute, chuẩn như ảnh nhé, sẽ tiếp tục ủng hộ shop 💗",,bot,"{'positive':100%,'negative':0%}"
17,maithichbontam,"2024-06-26 10:32 | Phân loại hàng: Áo 3 lỗ Đen,M",,,bot,
17,maithichbontam,"2024-07-10 09:11 | Phân loại hàng: Áo 3 Lỗ Xám,M",,,bot,
17,maithichbontam,"2024-07-10 09:16 | Phân loại hàng: Áo 3 Lỗ Xám,M",,,bot,
17,maithichbontam,"2024-07-10 09:17 | Phân loại hàng: Áo 3 lỗ Trắng,M",,,bot,
17,maithichbontam,"2024-07-16 13:58 | Phân loại hàng: Áo 3 Lỗ Xám,S",,,bot,
19,maithichbontam,"2024-06-28 09:35 | Phân loại hàng: Xám Nhạt,XL","Chất liệu: đẹpĐúng với mô tả: đúngMàu sắc: beTìm mãi mới có cái quần form rộng như mong muốn, thấy mấy dancer, idol mặc mà tìm không ra, quần ống siêu rộng nha. 1m55 40kg mamg sz S , quần đẹp",,bot,"{'positive':100%,'negative':0%}"
19,maithichbontam,"2024-07-24 09:34 | Phân loại hàng: Be,M",,,bot,
20,maithichbontam,"2024-06-24 10:17 | Phân loại hàng: Đen,XXL","Đúng với mô tả: đẹpMàu sắc: đenChất liệu: tốtQuần vải đẹp lắm mấy bà, dày dặn, form đẹp, không bí mồ hôi, mua về cứ sợ bị nhăn mà mua về không cần ủi luôn, vải cực kì ưng luôn, mong shop ra nhiều mẫu quần vải dạng như này nữa, Thả quả ảnh feedback của tui cho mấy bà ytam mà mua, dứt liền cho tuôiii",,bot,"{'positive':90%,'negative':10%}"
20,maithichbontam,"2024-06-24 10:29 | Phân loại hàng: Đen,XXL","Màu sắc: đenChất liệu: goodĐúng với mô tả: goodhàng đẹp, chất mát, y ảnh",,bot,"{'positive':100%,'negative':0%}"
20,maithichbontam,"2024-06-26 10:31 | Phân loại hàng: Đen,XXL","hàng đẹp, xinh lắm ạ",,bot,"{'positive':100%,'negative':0%}"
4,mencao996,"2024-07-09 18:44 | Phân loại hàng: Quần Đen,S",Hình ảnh chỉ mang tính chất nhận xu không liên quan đến sản phẩm ạ Shop đóng gói cận thận ạ Giao hàng nhanh ạ Quầnành c nên.,,normal,"{'positive':80%,'negative':20%}"
17,mi2kar9,"2023-09-25 17:19 | Phân loại hàng: Xám,S",sản phẩm rất tuyệt tôi rất thích like like like hihi haha hehe,,normal,"{'positive':100%,'negative':0%}"
7,miecutevl,"2020-01-19 22:29 | Phân loại hàng: Áo Vest,L",tuyet zoiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,,normal,"{'positive':0%,'negative':100%}"
16,miencutie,"2024-03-07 12:34 | Phân loại hàng: Áo Ribbon xám,M","Giao nhanh, đóng gói kĩ càng, áo siêu xinh luôn nên mua nha mọi người, tư vấn size đúng ạ 💗",,normal,"{'positive':100%,'negative':0%}"
16,miencutie,"2024-06-19 15:42 | Phân loại hàng: Quần Ribbon Xám,M",Bồ công anh Cánh trắng mong manh dần tàn phai nhành hoa bay Chia nhau đưa em xa rời đi theo gió mây Đừng buông tay Con tim anh yêu em chẳng thiếu một ngày Mặt trời hôm nay vỡ tan không còn đây,,normal,
13,mihn_chou,"2023-01-02 19:35 | Phân loại hàng: 10,S",Chất liệu: ĐẹpMàu sắc: Đúng với hìnhĐúng với mô tả: ĐúngSản phẩm đẹp chất lượng giao nhanh,,normal,"{'positive':100%,'negative':0%}"
10,mimmim_204,"2023-08-22 10:21 | Phân loại hàng: Chun buộc tóc,L",Dây chun mình cũng đem tặng luôn mình không có hình ảnh ở đây,,normal,"{'positive':0%,'negative':100%}"
11,minhanh.150503,2022-10-11 14:55 | Phân loại hàng: Đen - M,,,normal,
11,minhchau220307,2022-08-29 11:18 | Phân loại hàng: L,"Chất liệu: chuẩnMàu sắc: chuẩnĐúng với mô tả: chuẩnGiao hàng nhanh lắm ạ, với cả nhân vân tư vấn nhiệt tình nữa ạ. Về được nhận hàng với bọc hàng là chiếc túi màu hồng siu cute lun ý mọi người=)) nên mua nha ạ. Chất liệu thoải mái lắm nha. Sau sẽ quay lại ủng hộ ạ",,normal,"{'positive':95%,'negative':5%}"
6,minhhieu11062005,"2024-04-11 18:15 | Phân loại hàng: Quần Jean,S","Quần chất lượng, giao hàng nhanh, giá ổn, hình ảnh mang tính nhận xu",,normal,"{'positive':100%,'negative':0%}"
10,minhthuvu176,"2024-05-06 01:37 | Phân loại hàng: QUẦN JEAN NHÚNG,S","đồ dicao thì hong phải nói nữa nhé , xứng đáng 10 đỉmm ( hinh anh minh hoa)",,normal,"{'positive':0%,'negative':100%}"
